step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
2588,4080512,82816,0.018646352692055185,0.90625,0.90625,,,,,
2589,4082080,82848,0.014783550788640661,0.96875,0.96875,,,,,
2590,4083648,82880,0.01675783140267477,0.96875,0.96875,,,,,
2591,4085216,82912,0.013562743118723353,0.96875,0.96875,,,,,
2592,4086784,82944,0.015249177153890325,1.0,1.0,,,,,
2593,4088096,82976,0.017082811527395835,0.9375,0.9375,0.016453216271968357,0.875,0.875,,
2594,4089920,83008,0.013498438598281605,1.0,1.0,,,,,
2595,4091488,83040,0.015418665944393886,0.96875,0.96875,,,,,
2596,4093824,83072,0.01174295982640541,0.90625,0.90625,,,,,
2597,4095648,83104,0.011649371037699311,0.9375,0.9375,,,,,
2598,4097216,83136,0.014699979423840853,0.9375,0.9375,,,,,
2599,4098784,83168,0.017830484061197135,0.9375,0.9375,,,,,
2600,4100352,83200,0.016763091704521584,0.90625,0.90625,,,,,
2601,4101920,83232,0.016868315838447445,0.96875,0.96875,0.0323302190980568,0.84375,0.84375,,
2602,4103744,83264,0.01346419752063345,1.0,1.0,,,,,
2603,4105312,83296,0.016956154394196968,0.96875,0.96875,,,,,
2604,4107136,83328,0.013795270855878197,0.96875,0.96875,,,,,
2605,4108704,83360,0.013215629665964632,1.0,1.0,,,,,
2606,4110272,83392,0.015152184832208246,0.96875,0.96875,,,,,
2607,4111840,83424,0.014981469548201364,0.96875,0.96875,,,,,
2608,4113664,83456,0.014839728693119296,0.96875,0.96875,,,,,
2609,4115488,83488,0.01453370571982216,0.875,0.875,0.01435548734572703,0.9375,0.9375,,
2610,4117056,83520,0.016928906982106705,0.96875,0.96875,,,,,
2611,4118368,83552,0.01613594128958188,1.0,1.0,,,,,
2612,4119936,83584,0.012295639457168397,0.96875,0.96875,,,,,
2613,4121248,83616,0.014640889617667033,0.90625,0.90625,,,,,
2614,4122816,83648,0.015200159662746451,0.90625,0.90625,,,,,
2615,4124384,83680,0.012844314748364496,0.9375,0.9375,,,,,
2616,4125952,83712,0.016706953608564275,0.96875,0.96875,,,,,
2617,4127264,83744,0.014969666768931692,1.0,1.0,0.029351235778178764,0.84375,0.84375,,
2618,4129088,83776,0.016708452071557123,0.90625,0.90625,,,,,
2619,4130400,83808,0.016308186214308552,0.96875,0.96875,,,,,
2620,4132480,83840,0.012279117590233243,1.0,1.0,,,,,
2621,4134048,83872,0.01534014921135278,0.96875,0.96875,,,,,
2622,4135616,83904,0.014246949322218172,1.0,1.0,,,,,
2623,4137696,83936,0.011524101124797317,0.96875,0.96875,,,,,
2624,4139264,83968,0.01400859974932038,0.96875,0.96875,,,,,
2625,4140832,84000,0.013475369852907627,0.96875,0.96875,0.03110634555738343,0.75,0.75,,
2626,4142400,84032,0.017521856225427197,0.875,0.875,,,,,
2627,4143712,84064,0.015894366149697924,1.0,1.0,,,,,
2628,4145280,84096,0.01582016009498514,0.96875,0.96875,,,,,
2629,4146848,84128,0.015264688026175864,0.90625,0.90625,,,,,
2630,4148160,84160,0.01722668890984317,0.9375,0.9375,,,,,
2631,4149728,84192,0.015813240791318097,0.875,0.875,,,,,
2632,4151040,84224,0.01645466136524113,1.0,1.0,,,,,
2633,4152608,84256,0.012793429385285241,0.90625,0.90625,0.03542789136119599,0.8125,0.8125,,
2634,4154176,84288,0.013640687310253266,0.9375,0.9375,,,,,
2635,4156000,84320,0.01441285070769821,0.96875,0.96875,,,,,
2636,4157568,84352,0.012811143761081925,0.96875,0.96875,,,,,
2637,4159136,84384,0.0179175545285955,0.96875,0.96875,,,,,
2638,4160704,84416,0.016465134293275674,0.90625,0.90625,,,,,
2639,4162272,84448,0.015783135047797617,0.90625,0.90625,,,,,
2640,4164096,84480,0.01197674484539382,0.90625,0.90625,,,,,
2641,4165664,84512,0.01725184950113937,1.0,1.0,0.02500024518035001,0.78125,0.78125,,
2642,4167232,84544,0.015165712990363482,0.96875,0.96875,,,,,
2643,4168544,84576,0.017620392970229305,0.96875,0.96875,,,,,
2644,4170112,84608,0.012875734720994495,1.0,1.0,,,,,
2645,4171680,84640,0.013846619849281658,0.96875,0.96875,,,,,
2646,4173248,84672,0.017642278245021018,0.96875,0.96875,,,,,
2647,4174560,84704,0.01644467161413649,0.90625,0.90625,,,,,
2648,4176128,84736,0.01561501944903923,0.90625,0.90625,,,,,
2649,4177696,84768,0.016601055621647945,0.90625,0.90625,0.03189934129071229,0.75,0.75,,
2650,4179264,84800,0.016553778115901505,0.875,0.875,,,,,
2651,4180832,84832,0.014825136362254571,1.0,1.0,,,,,
2652,4182400,84864,0.013832546763898565,1.0,1.0,,,,,
2653,4183968,84896,0.015960630356284877,0.90625,0.90625,,,,,
2654,4185536,84928,0.014656625627508755,0.9375,0.9375,,,,,
2655,4187104,84960,0.017526381118965473,0.96875,0.96875,,,,,
2656,4188672,84992,0.012941416054152171,0.9375,0.9375,,,,,
2657,4190496,85024,0.012198865855086158,0.9375,0.9375,0.04300349715659706,0.59375,0.59375,,
2658,4192064,85056,0.020615377960539517,0.875,0.875,,,,,
2659,4193632,85088,0.013090108838875661,1.0,1.0,,,,,
2660,4195200,85120,0.016512301000743603,0.96875,0.96875,,,,,
2661,4196768,85152,0.01417713063049917,0.96875,0.96875,,,,,
2662,4198336,85184,0.019672034883678507,0.90625,0.90625,,,,,
2663,4199904,85216,0.018099984940381134,0.90625,0.90625,,,,,
2664,4201472,85248,0.015884664567780513,0.90625,0.90625,,,,,
2665,4202784,85280,0.015241378762546604,1.0,1.0,0.026897262561065345,0.75,0.75,,
2666,4204352,85312,0.016473990959147918,0.9375,0.9375,,,,,
2667,4206176,85344,0.014033054905662019,0.90625,0.90625,,,,,
2668,4207744,85376,0.018380603988076862,0.875,0.875,,,,,
2669,4209312,85408,0.015393115211064396,0.96875,0.96875,,,,,
2670,4210880,85440,0.015146043504378398,0.9375,0.9375,,,,,
2671,4212448,85472,0.013631401827831596,0.96875,0.96875,,,,,
2672,4214016,85504,0.013770115054315196,0.9375,0.9375,,,,,
2673,4215328,85536,0.026081309813371083,0.90625,0.90625,0.029395580643282505,0.75,0.75,,
2674,4216896,85568,0.01537497019620999,0.96875,0.96875,,,,,
2675,4218464,85600,0.01202670844417803,0.96875,0.96875,,,,,
2676,4220032,85632,0.015453560328802714,0.9375,0.9375,,,,,
2677,4221344,85664,0.017833076143775654,0.875,0.875,,,,,
2678,4222912,85696,0.0157763090866564,1.0,1.0,,,,,
2679,4224736,85728,0.012665636026563577,1.0,1.0,,,,,
2680,4226304,85760,0.013119070946188095,0.9375,0.9375,,,,,
2681,4227872,85792,0.015187501687923523,0.90625,0.90625,0.020569324237274325,0.8125,0.8125,,
2682,4229440,85824,0.014674660795019667,0.90625,0.90625,,,,,
2683,4231008,85856,0.012893762498970488,0.90625,0.90625,,,,,
2684,4232576,85888,0.015612728003618447,0.96875,0.96875,,,,,
2685,4234144,85920,0.015423109498874049,0.96875,0.96875,,,,,
2686,4235712,85952,0.015109492821057615,0.96875,0.96875,,,,,
2687,4237024,85984,0.015222307497781246,0.9375,0.9375,,,,,
2688,4238592,86016,0.013444301938303498,0.96875,0.96875,,,,,
2689,4240160,86048,0.015531175479424647,0.96875,0.96875,0.03975388674037917,0.6875,0.6875,,
2690,4242240,86080,0.015258724746891543,0.9375,0.9375,,,,,
2691,4243808,86112,0.016637400594110133,0.96875,0.96875,,,,,
2692,4245376,86144,0.011042495177579957,0.90625,0.90625,,,,,
2693,4246944,86176,0.013957447255671615,0.96875,0.96875,,,,,
2694,4248768,86208,0.015016545279275787,0.96875,0.96875,,,,,
2695,4250336,86240,0.01372897395252407,0.96875,0.96875,,,,,
2696,4251904,86272,0.017299049799586335,0.84375,0.84375,,,,,
2697,4253728,86304,0.013434034109774784,0.96875,0.96875,0.03285180926842564,0.8125,0.8125,,
2698,4255552,86336,0.014699945349089147,0.9375,0.9375,,,,,
2699,4257376,86368,0.010644359740858521,0.96875,0.96875,,,,,
2700,4258944,86400,0.014803622446322958,0.96875,0.96875,,,,,
2701,4260512,86432,0.017099260212316048,0.9375,0.9375,,,,,
2702,4262080,86464,0.01698271634863444,0.9375,0.9375,,,,,
2703,4263648,86496,0.018454826899539773,0.90625,0.90625,,,,,
2704,4264960,86528,0.016625741613337304,0.96875,0.96875,,,,,
2705,4266528,86560,0.015133348815318306,0.96875,0.96875,0.02723745666935529,0.84375,0.84375,,
2706,4268096,86592,0.011477139914668118,0.9375,0.9375,,,,,
2707,4269664,86624,0.015725292884501654,0.90625,0.90625,,,,,
2708,4271232,86656,0.014229085268250605,0.9375,0.9375,,,,,
2709,4272800,86688,0.013494548818876328,0.9375,0.9375,,,,,
2710,4274112,86720,0.01801185183044931,0.96875,0.96875,,,,,
2711,4275424,86752,0.01746564798244104,0.96875,0.96875,,,,,
2712,4276992,86784,0.014703992726613825,0.96875,0.96875,,,,,
2713,4278304,86816,0.019214606238776077,0.96875,0.96875,0.02482477557203215,0.8125,0.8125,,
2714,4280896,86848,0.008819496408044887,1.0,1.0,,,,,
2715,4282464,86880,0.014486442362681373,0.9375,0.9375,,,,,
2716,4283776,86912,0.015276772368732112,0.96875,0.96875,,,,,
2717,4285344,86944,0.01839255091616306,0.9375,0.9375,,,,,
2718,4286912,86976,0.014704322444252243,1.0,1.0,,,,,
2719,4288480,87008,0.014367675150408868,0.96875,0.96875,,,,,
2720,4290048,87040,0.017643945556067093,0.875,0.875,,,,,
2721,4291360,87072,0.01875974969599877,0.96875,0.96875,0.02511985881092026,0.8125,0.8125,,
2722,4292928,87104,0.018161457211487486,0.875,0.875,,,,,
2723,4294496,87136,0.014180119560885315,0.96875,0.96875,,,,,
2724,4296064,87168,0.016216754404687502,0.90625,0.90625,,,,,
2725,4297632,87200,0.012765530582439706,0.9375,0.9375,,,,,
2726,4299200,87232,0.013882389089780805,0.9375,0.9375,,,,,
2727,4300768,87264,0.015795559920535128,0.96875,0.96875,,,,,
2728,4302336,87296,0.016705519435172955,0.90625,0.90625,,,,,
2729,4303904,87328,0.014956893226791708,0.96875,0.96875,0.02647851664939105,0.8125,0.8125,,
2730,4305472,87360,0.015613228400391511,0.96875,0.96875,,,,,
2731,4307040,87392,0.017196866143638797,0.96875,0.96875,,,,,
2732,4308608,87424,0.01308024525393226,0.9375,0.9375,,,,,
2733,4310176,87456,0.01271804508940158,0.9375,0.9375,,,,,
2734,4311744,87488,0.014929366206018807,1.0,1.0,,,,,
2735,4313312,87520,0.016315411735499805,0.96875,0.96875,,,,,
2736,4314880,87552,0.012237394348020745,0.96875,0.96875,,,,,
2737,4316448,87584,0.01256430919274728,1.0,1.0,0.0300251358171018,0.8125,0.8125,,
2738,4317760,87616,0.018257690846827504,0.9375,0.9375,,,,,
2739,4319584,87648,0.017283621134547615,0.875,0.875,,,,,
2740,4321408,87680,0.010969771956115955,0.9375,0.9375,,,,,
2741,4322976,87712,0.014734074716904647,0.90625,0.90625,,,,,
2742,4324544,87744,0.013848497615468696,1.0,1.0,,,,,
2743,4326112,87776,0.014615140012718101,1.0,1.0,,,,,
2744,4327936,87808,0.015239375702935015,0.9375,0.9375,,,,,
2745,4329504,87840,0.016955734004894942,0.96875,0.96875,0.05565810953034096,0.65625,0.65625,,
2746,4330816,87872,0.01588632347316685,0.96875,0.96875,,,,,
2747,4332384,87904,0.014799834658376485,0.96875,0.96875,,,,,
2748,4333952,87936,0.018238057048082984,0.9375,0.9375,,,,,
2749,4335776,87968,0.012194280522242838,1.0,1.0,,,,,
2750,4337088,88000,0.017104700537706487,1.0,1.0,,,,,
2751,4338400,88032,0.021536724538852393,0.96875,0.96875,,,,,
2752,4339712,88064,0.0161966802675855,0.96875,0.96875,,,,,
2753,4341024,88096,0.020568826413652274,0.90625,0.90625,0.018793041621755463,0.8125,0.8125,,
2754,4342592,88128,0.014702126771631246,0.96875,0.96875,,,,,
2755,4344160,88160,0.019446978217041076,0.84375,0.84375,,,,,
2756,4345728,88192,0.018591795940623823,0.96875,0.96875,,,,,
2757,4347296,88224,0.0148470170432623,0.9375,0.9375,,,,,
2758,4348864,88256,0.020597016625829533,0.9375,0.9375,,,,,
2759,4350432,88288,0.015167330657494421,0.9375,0.9375,,,,,
2760,4352256,88320,0.013468537684382944,0.96875,0.96875,,,,,
2761,4354080,88352,0.012561582723117193,0.90625,0.90625,0.02263614579971536,0.8125,0.8125,,
2762,4355648,88384,0.016569837939525215,0.96875,0.96875,,,,,
2763,4357216,88416,0.013067539781552255,1.0,1.0,,,,,
2764,4358784,88448,0.01748725170212297,0.96875,0.96875,,,,,
2765,4360096,88480,0.019915066993458873,0.96875,0.96875,,,,,
2766,4361408,88512,0.014735415644314182,0.96875,0.96875,,,,,
2767,4362976,88544,0.015031343356832807,0.96875,0.96875,,,,,
2768,4364544,88576,0.01709148333317896,0.9375,0.9375,,,,,
2769,4366112,88608,0.014176180453744879,0.96875,0.96875,0.020799291799216746,0.84375,0.84375,,
2770,4367680,88640,0.01584946782037627,0.90625,0.90625,,,,,
2771,4369248,88672,0.012683225411173718,1.0,1.0,,,,,
2772,4370816,88704,0.015309948349348845,0.96875,0.96875,,,,,
2773,4372128,88736,0.023785414142529333,0.9375,0.9375,,,,,
2774,4373696,88768,0.014671930741766906,0.90625,0.90625,,,,,
2775,4375520,88800,0.013437528120106578,0.96875,0.96875,,,,,
2776,4377088,88832,0.017999602100152844,0.96875,0.96875,,,,,
2777,4378656,88864,0.018844837452873228,0.96875,0.96875,0.018143549538477716,0.90625,0.90625,,
2778,4380224,88896,0.014728725682933338,0.90625,0.90625,,,,,
2779,4381536,88928,0.020446133937189234,0.9375,0.9375,,,,,
2780,4383104,88960,0.017109776692525405,0.90625,0.90625,,,,,
2781,4384672,88992,0.01582633795045785,0.9375,0.9375,,,,,
2782,4386496,89024,0.012541987330321845,0.9375,0.9375,,,,,
2783,4387808,89056,0.01712021040292516,0.96875,0.96875,,,,,
2784,4389376,89088,0.013395478697616913,0.96875,0.96875,,,,,
2785,4390944,89120,0.016666779752981652,0.90625,0.90625,0.04503276064668361,0.6875,0.6875,,
2786,4392512,89152,0.014632331291683414,0.96875,0.96875,,,,,
2787,4394336,89184,0.01398668707381118,0.875,0.875,,,,,
2788,4395648,89216,0.016546456237741376,0.9375,0.9375,,,,,
2789,4397216,89248,0.014210935969659388,1.0,1.0,,,,,
2790,4398784,89280,0.016830065388398884,1.0,1.0,,,,,
2791,4400352,89312,0.015732989719132513,1.0,1.0,,,,,
2792,4401920,89344,0.016266683157504194,0.9375,0.9375,,,,,
2793,4403232,89376,0.019171847497456842,0.96875,0.96875,0.023776550830648002,0.875,0.875,,
2794,4404800,89408,0.014312767546041744,0.96875,0.96875,,,,,
2795,4406368,89440,0.016147743673711034,0.96875,0.96875,,,,,
2796,4407936,89472,0.015699286778244326,0.9375,0.9375,,,,,
2797,4409248,89504,0.021287760946360194,0.875,0.875,,,,,
2798,4411072,89536,0.015219212539450019,0.90625,0.90625,,,,,
2799,4412896,89568,0.012760376671826628,0.96875,0.96875,,,,,
2800,4414464,89600,0.01770253420477837,0.90625,0.90625,,,,,
2801,4416032,89632,0.013522734206193132,1.0,1.0,0.024218910604133646,0.84375,0.84375,,
2802,4417600,89664,0.01265758406968079,0.9375,0.9375,,,,,
2803,4419168,89696,0.017576605338158687,0.96875,0.96875,,,,,
2804,4420736,89728,0.015232728059491265,0.9375,0.9375,,,,,
2805,4422048,89760,0.016660587043747406,1.0,1.0,,,,,
2806,4423872,89792,0.0135002231884885,1.0,1.0,,,,,
2807,4425440,89824,0.01627642748905066,0.96875,0.96875,,,,,
2808,4426752,89856,0.018641462173171617,0.875,0.875,,,,,
2809,4428320,89888,0.01983080433355468,0.9375,0.9375,0.030992417540052296,0.75,0.75,,
2810,4430144,89920,0.012098286383983766,0.90625,0.90625,,,,,
2811,4431712,89952,0.015775326725714602,0.96875,0.96875,,,,,
2812,4433280,89984,0.01684339411631822,0.9375,0.9375,,,,,
2813,4434848,90016,0.018520829596434907,0.90625,0.90625,,,,,
2814,4436416,90048,0.01854338270574701,0.875,0.875,,,,,
2815,4437728,90080,0.019190718789936535,0.875,0.875,,,,,
2816,4439296,90112,0.01632822295801988,0.9375,0.9375,,,,,
2817,4440864,90144,0.01663483276875527,1.0,1.0,0.0326722949282227,0.75,0.75,,
2818,4442176,90176,0.014973019018364123,0.96875,0.96875,,,,,
2819,4443744,90208,0.013277092968467338,0.9375,0.9375,,,,,
2820,4445056,90240,0.017411227152097003,0.96875,0.96875,,,,,
2821,4446624,90272,0.013146925308286567,1.0,1.0,,,,,
2822,4448448,90304,0.01577990674231441,0.9375,0.9375,,,,,
2823,4451552,90336,0.00820347345918192,0.84375,0.84375,,,,,
2824,4453120,90368,0.013520797656863377,0.96875,0.96875,,,,,
2825,4454688,90400,0.01896786698761669,0.90625,0.90625,0.024611454209625294,0.84375,0.84375,,
2826,4456256,90432,0.01475278825767594,0.96875,0.96875,,,,,
2827,4458080,90464,0.015241257935651977,0.9375,0.9375,,,,,
2828,4459904,90496,0.018836454971384864,0.90625,0.90625,,,,,
2829,4461472,90528,0.01491893293949964,1.0,1.0,,,,,
2830,4462784,90560,0.02231547468235296,0.875,0.875,,,,,
2831,4464096,90592,0.014843591109071547,0.96875,0.96875,,,,,
2832,4465920,90624,0.012680829698222545,1.0,1.0,,,,,
2833,4467488,90656,0.016794699281603917,0.90625,0.90625,0.023422008318307347,0.84375,0.84375,,
2834,4468800,90688,0.01639770948803588,0.96875,0.96875,,,,,
2835,4470368,90720,0.01499125920237489,0.90625,0.90625,,,,,
2836,4472192,90752,0.015072628384573227,0.9375,0.9375,,,,,
2837,4473760,90784,0.019190047811706846,0.875,0.875,,,,,
2838,4475328,90816,0.013592179916965144,0.9375,0.9375,,,,,
2839,4476896,90848,0.014652482424467128,0.9375,0.9375,,,,,
2840,4478464,90880,0.020965752666499814,0.90625,0.90625,,,,,
2841,4480032,90912,0.01455179712973223,0.9375,0.9375,0.025591203467430275,0.75,0.75,,
2842,4481856,90944,0.014439518606480078,0.90625,0.90625,,,,,
2843,4483168,90976,0.017103921660168366,0.9375,0.9375,,,,,
2844,4484992,91008,0.01595558998776116,0.96875,0.96875,,,,,
2845,4486560,91040,0.014145852815519949,1.0,1.0,,,,,
2846,4488128,91072,0.015989240725718157,0.96875,0.96875,,,,,
2847,4489696,91104,0.012638848441593102,0.96875,0.96875,,,,,
2848,4491520,91136,0.014726841833698394,0.96875,0.96875,,,,,
2849,4493088,91168,0.014626914973841108,1.0,1.0,0.022659155718573576,0.875,0.875,,
2850,4494656,91200,0.013008958035865185,1.0,1.0,,,,,
2851,4496224,91232,0.014659526727897568,0.96875,0.96875,,,,,
2852,4497536,91264,0.015630066187711667,1.0,1.0,,,,,
2853,4499104,91296,0.01390599504288341,0.96875,0.96875,,,,,
2854,4500672,91328,0.016150894617746644,0.90625,0.90625,,,,,
2855,4502240,91360,0.016773719566274305,0.96875,0.96875,,,,,
2856,4503552,91392,0.01720713576646852,0.96875,0.96875,,,,,
2857,4505376,91424,0.013352188190652379,0.875,0.875,0.04290991528274431,0.625,0.625,,
2858,4506688,91456,0.014237000348968964,0.96875,0.96875,,,,,
2859,4508000,91488,0.01745021284668502,0.9375,0.9375,,,,,
2860,4509312,91520,0.01631274212186037,0.96875,0.96875,,,,,
2861,4510880,91552,0.01549567942067655,0.875,0.875,,,,,
2862,4512448,91584,0.017088727011516033,0.90625,0.90625,,,,,
2863,4514016,91616,0.016311501796886303,0.96875,0.96875,,,,,
2864,4515584,91648,0.016154361428791352,0.90625,0.90625,,,,,
2865,4516896,91680,0.023445376344541156,0.96875,0.96875,0.03408167664841987,0.78125,0.78125,,
2866,4518720,91712,0.01924852581448951,0.78125,0.78125,,,,,
2867,4520288,91744,0.015555471966333266,0.96875,0.96875,,,,,
2868,4521856,91776,0.0127864892656143,1.0,1.0,,,,,
2869,4523168,91808,0.01784635773209336,0.90625,0.90625,,,,,
2870,4524736,91840,0.018740677330278087,0.96875,0.96875,,,,,
2871,4526304,91872,0.012811990227260506,1.0,1.0,,,,,
2872,4527616,91904,0.016524331158216773,0.9375,0.9375,,,,,
2873,4528928,91936,0.018355284425072414,0.96875,0.96875,0.02381371840225319,0.8125,0.8125,,
2874,4530496,91968,0.015068546622358568,0.9375,0.9375,,,,,
2875,4532064,92000,0.016317277259053325,0.90625,0.90625,,,,,
2876,4533632,92032,0.010984927984114733,1.0,1.0,,,,,
2877,4535200,92064,0.013660903702461235,1.0,1.0,,,,,
2878,4536768,92096,0.015822811942533294,0.875,0.875,,,,,
2879,4538336,92128,0.01860334880675969,0.9375,0.9375,,,,,
2880,4539904,92160,0.014557435830862721,0.9375,0.9375,,,,,
2881,4541472,92192,0.015015447951168132,0.875,0.875,0.026084519671397716,0.6875,0.6875,,
2882,4543040,92224,0.01919923658140215,0.90625,0.90625,,,,,
2883,4544352,92256,0.01575351484865344,0.9375,0.9375,,,,,
2884,4545920,92288,0.015803298293338944,0.9375,0.9375,,,,,
2885,4547488,92320,0.015040272589730036,0.96875,0.96875,,,,,
2886,4549056,92352,0.0135099527608849,1.0,1.0,,,,,
2887,4550624,92384,0.018379339839204662,0.90625,0.90625,,,,,
2888,4552448,92416,0.01343068313587935,0.9375,0.9375,,,,,
2889,4554272,92448,0.015067687856931635,0.875,0.875,0.023951189630448167,0.78125,0.78125,,
2890,4555584,92480,0.016932814859040034,1.0,1.0,,,,,
2891,4556896,92512,0.01418930173823243,0.96875,0.96875,,,,,
2892,4558464,92544,0.018890880999640515,0.90625,0.90625,,,,,
2893,4560032,92576,0.01628230707153353,0.90625,0.90625,,,,,
2894,4561600,92608,0.013829794875302398,0.9375,0.9375,,,,,
2895,4563168,92640,0.01290704844474387,1.0,1.0,,,,,
2896,4564736,92672,0.013325113393647357,0.96875,0.96875,,,,,
2897,4566560,92704,0.01435821523939466,0.9375,0.9375,0.031061237661455146,0.8125,0.8125,,
2898,4568128,92736,0.014439816711384399,0.9375,0.9375,,,,,
2899,4569440,92768,0.020713300211245893,0.96875,0.96875,,,,,
2900,4571008,92800,0.015656548996815144,1.0,1.0,,,,,
2901,4572576,92832,0.012483180102528623,1.0,1.0,,,,,
2902,4574144,92864,0.014803919345671919,0.9375,0.9375,,,,,
2903,4575712,92896,0.02020698693017275,0.875,0.875,,,,,
2904,4577280,92928,0.014730173318110024,0.90625,0.90625,,,,,
2905,4578848,92960,0.015903272750218033,0.9375,0.9375,0.025210269491669872,0.75,0.75,,
2906,4580160,92992,0.020234553786958064,0.875,0.875,,,,,
2907,4581728,93024,0.01648706885446599,0.90625,0.90625,,,,,
2908,4583552,93056,0.011423076722943662,1.0,1.0,,,,,
2909,4585120,93088,0.015742729492343056,0.96875,0.96875,,,,,
2910,4586688,93120,0.015418434458913067,0.96875,0.96875,,,,,
2911,4588512,93152,0.011514769423780808,1.0,1.0,,,,,
2912,4590336,93184,0.014078670172527796,0.9375,0.9375,,,,,
2913,4591904,93216,0.015417198246480988,0.9375,0.9375,0.021641463003632018,0.78125,0.78125,,
2914,4593472,93248,0.010844056376531639,1.0,1.0,,,,,
2915,4594784,93280,0.015869676794341418,0.96875,0.96875,,,,,
2916,4596352,93312,0.014399251494460039,1.0,1.0,,,,,
2917,4597664,93344,0.024193459179350018,0.8125,0.8125,,,,,
2918,4599232,93376,0.016366260357216837,0.9375,0.9375,,,,,
2919,4601056,93408,0.013484831113419193,1.0,1.0,,,,,
2920,4602624,93440,0.015844695708828346,0.9375,0.9375,,,,,
2921,4603936,93472,0.017787219138076384,1.0,1.0,0.02369754343344286,0.84375,0.84375,,
2922,4605760,93504,0.010656356244927907,1.0,1.0,,,,,
2923,4607328,93536,0.01400217095539298,0.9375,0.9375,,,,,
2924,4609408,93568,0.011964071381676222,0.90625,0.90625,,,,,
2925,4610976,93600,0.013918239170883015,1.0,1.0,,,,,
2926,4613056,93632,0.014294513338775494,0.90625,0.90625,,,,,
2927,4614624,93664,0.019476237448624065,0.90625,0.90625,,,,,
2928,4615936,93696,0.018450560782619117,0.875,0.875,,,,,
2929,4617504,93728,0.015763471623673645,0.96875,0.96875,0.025023700454131506,0.78125,0.78125,,
2930,4619072,93760,0.013821866794090656,0.90625,0.90625,,,,,
2931,4620896,93792,0.013178190781035262,0.96875,0.96875,,,,,
2932,4622208,93824,0.015532366152121344,0.96875,0.96875,,,,,
2933,4623776,93856,0.01742060318191743,0.9375,0.9375,,,,,
2934,4625088,93888,0.0158279197841045,0.96875,0.96875,,,,,
2935,4626400,93920,0.013907735285931842,0.90625,0.90625,,,,,
2936,4627712,93952,0.019087782081839633,0.90625,0.90625,,,,,
2937,4629280,93984,0.015045521862471036,0.9375,0.9375,0.02334997903146996,0.84375,0.84375,,
2938,4631104,94016,0.012780029560489254,0.96875,0.96875,,,,,
2939,4632672,94048,0.01437641795218015,1.0,1.0,,,,,
2940,4633984,94080,0.017561277738636333,0.9375,0.9375,,,,,
2941,4635552,94112,0.014483392527389135,0.96875,0.96875,,,,,
2942,4636864,94144,0.01676764090169709,0.9375,0.9375,,,,,
2943,4638176,94176,0.016710108928587174,0.96875,0.96875,,,,,
2944,4639488,94208,0.01611401217386047,1.0,1.0,,,,,
2945,4640800,94240,0.013964627777752365,1.0,1.0,0.01826803224420494,1.0,1.0,,
2946,4642624,94272,0.014787935414912535,0.90625,0.90625,,,,,
2947,4644192,94304,0.018307815875014188,0.90625,0.90625,,,,,
2948,4645760,94336,0.015546851809549076,0.90625,0.90625,,,,,
2949,4647328,94368,0.013866732502450912,1.0,1.0,,,,,
2950,4648896,94400,0.01925852736564745,0.84375,0.84375,,,,,
2951,4650464,94432,0.01385172459775147,0.96875,0.96875,,,,,
2952,4651776,94464,0.017875491970090123,0.9375,0.9375,,,,,
2953,4653088,94496,0.014582329869919492,0.96875,0.96875,0.03587595629902626,0.6875,0.6875,,
2954,4654656,94528,0.015114509799885911,0.96875,0.96875,,,,,
2955,4656224,94560,0.015223925163719136,1.0,1.0,,,,,
2956,4658048,94592,0.014425722322021562,0.96875,0.96875,,,,,
2957,4660128,94624,0.010970820872317232,0.9375,0.9375,,,,,
2958,4661952,94656,0.014462817422981293,0.875,0.875,,,,,
2959,4663520,94688,0.015898911041189182,0.9375,0.9375,,,,,
2960,4665088,94720,0.017899956226523104,0.90625,0.90625,,,,,
2961,4666912,94752,0.014392009201074432,0.9375,0.9375,0.020121711682556494,0.90625,0.90625,,
2962,4668480,94784,0.013611363853103681,0.90625,0.90625,,,,,
2963,4670048,94816,0.017236574376194996,0.875,0.875,,,,,
2964,4671616,94848,0.013333527005100917,0.9375,0.9375,,,,,
2965,4673184,94880,0.01564451014396394,0.96875,0.96875,,,,,
2966,4674496,94912,0.0176916176754074,0.96875,0.96875,,,,,
2967,4676064,94944,0.01564632794204472,0.9375,0.9375,,,,,
2968,4677632,94976,0.017056115557262417,0.9375,0.9375,,,,,
2969,4679200,95008,0.0164228073928763,0.9375,0.9375,0.028849331069223355,0.78125,0.78125,,
2970,4680768,95040,0.016554969188013132,0.90625,0.90625,,,,,
2971,4682592,95072,0.011923457267208717,0.96875,0.96875,,,,,
2972,4684160,95104,0.01330713891730406,0.9375,0.9375,,,,,
2973,4685728,95136,0.014625185715175943,1.0,1.0,,,,,
2974,4687296,95168,0.01645579040710629,1.0,1.0,,,,,
2975,4689120,95200,0.01355972619043184,0.96875,0.96875,,,,,
2976,4690688,95232,0.014287321386468871,0.96875,0.96875,,,,,
2977,4692512,95264,0.014789809141773079,0.96875,0.96875,0.024708327560759958,0.75,0.75,,
2978,4694080,95296,0.012134355415923595,0.96875,0.96875,,,,,
2979,4695648,95328,0.01445508804205716,0.9375,0.9375,,,,,
